Datum,Rubrik,Beskrivning,Plats,Länk
2024-10-01T19:45:23+02:00,"01 oktober 19.39, Häleri, Örebro",Man i 45-årsåldern misstänkt för häleri.,Örebro,/aktuellt/handelser/2024/oktober/1/01-oktober-19.39-haleri-orebro/
2024-10-01T19:29:00+02:00,"01 oktober 19.21, Trafikolycka, Malmö",Två personbilar i kollision.,Malmö,/aktuellt/handelser/2024/oktober/1/01-oktober-19.21-trafikolycka-malmo/
2024-10-01T17:30:51+02:00,"01 oktober 17.27, Brand, Eskilstuna",Lägenhetsbrand i Eskilstuna.,Eskilstuna,/aktuellt/handelser/2024/oktober/1/01-oktober-17.27-brand-eskilstuna/
2024-10-01T19:13:02+02:00,"01 oktober 18.01, Rån, Malmö",Rån av mobiltelefon.,Malmö,/aktuellt/handelser/2024/oktober/1/01-oktober-18.01-ran-malmo/
2024-10-01T19:05:20+02:00,"01 oktober 17.42, Brand, Luleå",Larm om rökfylld lägenhet i centrum.,Luleå,/aktuellt/handelser/2024/oktober/1/01-oktober-17.42-brand-lulea/
2024-10-01T18:53:14+02:00,"01 oktober 17.39, Trafikolycka, personskada, Varberg",På riksväg 41 vid Derome är det en manlig cyklist som blir påkörd av en bilist.,Varberg,/aktuellt/handelser/2024/oktober/1/01-oktober-17.39-trafikolycka-personskada-varberg/
2024-10-01T18:24:18+02:00,"01 oktober 18.23, Trafikkontroll, Västernorrlands län",Resultat av polisens arbete i trafiken.,Västernorrlands län,/aktuellt/handelser/2024/oktober/1/01-oktober-18.23-trafikkontroll-vasternorrlands-lan/
2024-10-01T18:05:20+02:00,"01 oktober 17.08, Rattfylleri, Sollentuna",Misstänkt rattfylleri i Tureberg.,Sollentuna,/aktuellt/handelser/2024/oktober/1/01-oktober-17.08-rattfylleri-sollentuna/
2024-10-01T17:27:49+02:00,"01 oktober 17.26, Misshandel, grov, Vetlanda",Grov misshandel i Vetlanda.,Vetlanda,/aktuellt/handelser/2024/oktober/1/01-oktober-17.26-misshandel-grov-vetlanda/
2024-10-01T17:18:14+02:00,"01 oktober 15.44, Trafikolycka, Köping",Singelolycka på E18.,Köping,/aktuellt/handelser/2024/oktober/1/01-oktober-15.44-trafikolycka-koping/
2024-10-01T17:15:42+02:00,"01 oktober 14.08, Motorfordon, stöld, Sundsvall",Stöldförsök av moped i Stenstan.,Sundsvall,/aktuellt/handelser/2024/oktober/1/01-oktober-14.08-motorfordon-stold-sundsvall/
2024-10-01T17:10:08+02:00,"01 oktober 16.07, Trafikbrott, Umeå",Kvinna förlorade körkortet efter trafikbrott.,Umeå,/aktuellt/handelser/2024/oktober/1/01-oktober-16.07-trafikbrott-umea/
2024-10-01T17:02:02+02:00,"01 oktober 14.42, Brand, Uppsala",Brand i arbetsmaskin.,Uppsala,/aktuellt/handelser/2024/oktober/1/01-oktober-14.42-brand-uppsala/
2024-10-01T16:42:04+02:00,"01 oktober 16.38, Trafikolycka, Nyköping",En personbil och en A-traktor har krockat i Nyköping.,Nyköping,/aktuellt/handelser/2024/oktober/1/01-oktober-16.38-trafikolycka-nykoping/
2024-10-01T16:52:37+02:00,"01 oktober 15.40, Fylleri/LOB, Luleå",Man omhändertagen efter cykelolycka.,Luleå,/aktuellt/handelser/2024/oktober/1/01-oktober-15.40-fyllerilob-lulea/
2024-10-01T16:21:37+02:00,"01 oktober 14.42, Trafikolycka, Uddevalla",Vid Nordmannerödsvägen är det en bilist som inte stannar vid skylten stopplikt och orsakar en påkörning i sida,Uddevalla,/aktuellt/handelser/2024/oktober/1/01-oktober-14.42-trafikolycka-uddevalla/
2024-10-01T16:21:28+02:00,"01 oktober 14.22, Trafikolycka, Västerås",Tre bilar i krock.,Västerås,/aktuellt/handelser/2024/oktober/1/01-oktober-14.22-trafikolycka-vasteras/
2024-10-01T16:21:26+02:00,"01 oktober 13.19, Stöld, Sundsvall",Ringa stöld från arbetsplats i Bosvedjan.,Sundsvall,/aktuellt/handelser/2024/oktober/1/01-oktober-13.19-stold-sundsvall/
2024-10-01T16:15:33+02:00,"01 oktober 15.14, Trafikolycka, personskada, Göteborg",På Berzeliigatan är det en kvinnlig bilist som kolliderar med en äldre tjej på elsparkcykel.,Göteborg,/aktuellt/handelser/2024/oktober/1/01-oktober-15.14-trafikolycka-personskada-goteborg/
2024-10-01T16:11:24+02:00,"01 oktober 13.54, Narkotikabrott, Gällivare",Man misstänks för ringa narkotikabrott.,Gällivare,/aktuellt/handelser/2024/oktober/1/01-oktober-13.54-narkotikabrott-gallivare/
2024-10-01T15:25:12+02:00,"01 oktober 15.12, Trafikolycka, Sunne",Två bilister har kolliderat på E45 i Sunne kommun.,Sunne,/aktuellt/handelser/2024/oktober/1/01-oktober-15.12-trafikolycka-sunne/
2024-10-01T13:12:34+02:00,"01 oktober 11.29, Kontroll person/fordon, Sollentuna",Polisinsats i Viby.,Sollentuna,/aktuellt/handelser/2024/oktober/1/01-oktober-11.29-kontroll-personfordon-sollentuna/
2024-10-01T15:19:03+02:00,"01 oktober 14.12, Trafikolycka, Boden","Samtal om trafikolycka på riksväg 97 Kusån, Boden.",Boden,/aktuellt/handelser/2024/oktober/1/01-oktober-14.12-trafikolycka-boden/
2024-10-01T14:26:30+02:00,"01 oktober 13.50, Trafikolycka, Umeå","Trafikolycka i Ersbodarondellen, Umeå.",Umeå,/aktuellt/handelser/2024/oktober/1/01-oktober-13.50-trafikolycka-umea/
2024-10-01T15:08:59+02:00,"01 oktober 10.33, Rattfylleri, Haparanda",Misstänk drograttfylleri mm i Haparanda centrum.,Haparanda,/aktuellt/handelser/2024/oktober/1/01-oktober-10.33-rattfylleri-haparanda/
2024-10-01T13:38:29+02:00,"01 oktober 13.13, Trafikolycka, Falun",Två personbilar har kolliderat på COOP-parkeringen vid Falu gruva.,Falun,/aktuellt/handelser/2024/oktober/1/01-oktober-13.13-trafikolycka-falun/
2024-10-01T13:31:42+02:00,"01 oktober 13.19, Trafikolycka, singel, Borlänge",En personbil har körts av Kvarnsvedsvägen norr om Övermora och kolliderat med en stolpe eller träd.,Borlänge,/aktuellt/handelser/2024/oktober/1/01-oktober-13.19-trafikolycka-singel-borlange/
2024-10-01T12:35:50+02:00,"01 oktober 05.36, Vapenlagen, Hofors",Två frihetsberövande efter polisinsats.,Hofors,/aktuellt/handelser/2024/oktober/1/01-oktober-05.36-vapenlagen-hofors/
2024-10-01T14:33:59+02:00,"01 oktober 14.25, Trafikolycka, Oskarshamn",Lastbil i singelolycka.,Oskarshamn,/aktuellt/handelser/2024/oktober/1/01-oktober-14.25-trafikolycka-oskarshamn/
2024-10-01T14:13:34+02:00,"01 oktober 14.02, Trafikolycka, Svalöv",Larm om trafikolycka,Svalöv,/aktuellt/handelser/2024/oktober/1/01-oktober-14.02-trafikolycka-svalov/
2024-10-01T12:57:29+02:00,"01 oktober 13.00, Övrigt, Västra Götalands län",Mellan klockan 13.00 och 14.30 är presstalespersonerna i möte. Frågor från media besvaras av befäl på lednings,Västra Götalands län,/aktuellt/handelser/2024/oktober/1/01-oktober-13.00-ovrigt-vastra-gotalands-lan/
